"";"CODMUNRES";"ANO";"NIVEL";"TO";"TO_MT_G";"TONT_B";"TONT_PT";"TONT_PD";"TONT_I";"TONT_A";"TO_MT";"TO_MT_DG";"TO_MT_43";"TO_MT_PT";"TO_MT_42";"TO_MT_AB";"TO_MT_P";"TO_MT_P_I";"TO_MT_P_EM";"TO_MT_P_EFI";"TO_MT_P_EFII";"TO_MT_P_ESC";"TO_MT_P_ESI";"TO_MT_P_ES"
"322";"431475";"2015";"MUNICIPIO";"16";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"323";"431477";"2015";"MUNICIPIO";"22";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"324";"431478";"2015";"MUNICIPIO";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"325";"431480";"2015";"MUNICIPIO";"224";"0";"1";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"326";"431490";"2015";"MUNICIPIO";"11328";"2";"101";"13";"8";"0";"0";"183";"2";"4";"0";"5";"0";"7";"7";"2";"1";"3";"0";"1";"0"
"327";"431500";"2015";"MUNICIPIO";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"328";"431505";"2015";"MUNICIPIO";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"329";"431507";"2015";"MUNICIPIO";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"330";"431510";"2015";"MUNICIPIO";"108";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"331";"431513";"2015";"MUNICIPIO";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"332";"431514";"2015";"MUNICIPIO";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"333";"431515";"2015";"MUNICIPIO";"58";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"334";"431517";"2015";"MUNICIPIO";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"335";"431520";"2015";"MUNICIPIO";"43";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"336";"431530";"2015";"MUNICIPIO";"212";"0";"3";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"337";"431531";"2015";"MUNICIPIO";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"338";"431532";"2015";"MUNICIPIO";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"339";"431535";"2015";"MUNICIPIO";"43";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"340";"431540";"2015";"MUNICIPIO";"54";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"341";"431545";"2015";"MUNICIPIO";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"342";"431550";"2015";"MUNICIPIO";"133";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"343";"431555";"2015";"MUNICIPIO";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"344";"431560";"2015";"MUNICIPIO";"1771";"0";"23";"1";"4";"0";"0";"30";"0";"1";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0";"0"
"345";"431570";"2015";"MUNICIPIO";"313";"0";"6";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"346";"431575";"2015";"MUNICIPIO";"32";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"347";"431580";"2015";"MUNICIPIO";"90";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"348";"431590";"2015";"MUNICIPIO";"31";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"349";"431595";"2015";"MUNICIPIO";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"350";"431600";"2015";"MUNICIPIO";"166";"0";"2";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"351";"431610";"2015";"MUNICIPIO";"63";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"352";"431620";"2015";"MUNICIPIO";"48";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"353";"431630";"2015";"MUNICIPIO";"62";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"354";"431640";"2015";"MUNICIPIO";"364";"0";"4";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"355";"431642";"2015";"MUNICIPIO";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"356";"431643";"2015";"MUNICIPIO";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"357";"431645";"2015";"MUNICIPIO";"84";"0";"1";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"358";"431647";"2015";"MUNICIPIO";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"359";"431650";"2015";"MUNICIPIO";"39";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"360";"431660";"2015";"MUNICIPIO";"130";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"361";"431670";"2015";"MUNICIPIO";"74";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"362";"431673";"2015";"MUNICIPIO";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"363";"431675";"2015";"MUNICIPIO";"39";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"364";"431680";"2015";"MUNICIPIO";"906";"0";"6";"0";"1";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"365";"431690";"2015";"MUNICIPIO";"1962";"3";"19";"1";"1";"0";"0";"30";"1";"2";"0";"1";"0";"2";"2";"0";"0";"2";"0";"0";"0"
"366";"431695";"2015";"MUNICIPIO";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"367";"431697";"2015";"MUNICIPIO";"18";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"368";"431700";"2015";"MUNICIPIO";"69";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"369";"431710";"2015";"MUNICIPIO";"732";"0";"2";"0";"1";"0";"0";"10";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0"
"370";"431720";"2015";"MUNICIPIO";"532";"0";"12";"0";"0";"0";"0";"11";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0"
"371";"431725";"2015";"MUNICIPIO";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"372";"431730";"2015";"MUNICIPIO";"264";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"373";"431740";"2015";"MUNICIPIO";"397";"0";"5";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"374";"431750";"2015";"MUNICIPIO";"565";"0";"4";"0";"1";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"375";"431755";"2015";"MUNICIPIO";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"376";"431760";"2015";"MUNICIPIO";"313";"0";"2";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"377";"431770";"2015";"MUNICIPIO";"91";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"378";"431775";"2015";"MUNICIPIO";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"379";"431780";"2015";"MUNICIPIO";"88";"0";"2";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"380";"431790";"2015";"MUNICIPIO";"101";"0";"2";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"381";"431795";"2015";"MUNICIPIO";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"382";"431800";"2015";"MUNICIPIO";"483";"0";"7";"0";"0";"0";"0";"9";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"383";"431805";"2015";"MUNICIPIO";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"384";"431810";"2015";"MUNICIPIO";"161";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"385";"431820";"2015";"MUNICIPIO";"156";"0";"3";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"386";"431830";"2015";"MUNICIPIO";"509";"0";"4";"1";"1";"0";"0";"8";"0";"0";"0";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0"
"387";"431840";"2015";"MUNICIPIO";"181";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"388";"431842";"2015";"MUNICIPIO";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"389";"431843";"2015";"MUNICIPIO";"23";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"390";"431844";"2015";"MUNICIPIO";"19";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"391";"431845";"2015";"MUNICIPIO";"16";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"392";"431846";"2015";"MUNICIPIO";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"393";"431848";"2015";"MUNICIPIO";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"394";"431849";"2015";"MUNICIPIO";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"395";"431850";"2015";"MUNICIPIO";"206";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"396";"431860";"2015";"MUNICIPIO";"57";"0";"2";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"397";"431861";"2015";"MUNICIPIO";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"398";"431862";"2015";"MUNICIPIO";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"399";"431870";"2015";"MUNICIPIO";"1562";"0";"29";"3";"1";"0";"1";"37";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"400";"431880";"2015";"MUNICIPIO";"381";"0";"3";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"401";"431890";"2015";"MUNICIPIO";"291";"0";"1";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"402";"431900";"2015";"MUNICIPIO";"143";"0";"2";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"403";"431910";"2015";"MUNICIPIO";"34";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"404";"431912";"2015";"MUNICIPIO";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"405";"431915";"2015";"MUNICIPIO";"61";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"406";"431920";"2015";"MUNICIPIO";"35";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"407";"431930";"2015";"MUNICIPIO";"59";"0";"2";"0";"1";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"408";"431935";"2015";"MUNICIPIO";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"409";"431936";"2015";"MUNICIPIO";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"410";"431937";"2015";"MUNICIPIO";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"411";"431940";"2015";"MUNICIPIO";"133";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"412";"431950";"2015";"MUNICIPIO";"180";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0"
"413";"431960";"2015";"MUNICIPIO";"210";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"414";"431970";"2015";"MUNICIPIO";"32";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"415";"431971";"2015";"MUNICIPIO";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"416";"431973";"2015";"MUNICIPIO";"13";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"417";"431975";"2015";"MUNICIPIO";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"418";"431980";"2015";"MUNICIPIO";"74";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"419";"431990";"2015";"MUNICIPIO";"433";"1";"9";"0";"0";"0";"0";"10";"0";"1";"0";"1";"1";"2";"2";"2";"0";"0";"0";"0";"0"
"420";"432000";"2015";"MUNICIPIO";"921";"1";"8";"1";"1";"0";"0";"19";"1";"1";"0";"2";"0";"3";"3";"1";"0";"1";"0";"0";"0"
"421";"432010";"2015";"MUNICIPIO";"122";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"422";"432020";"2015";"MUNICIPIO";"85";"0";"3";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"423";"432023";"2015";"MUNICIPIO";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"424";"432026";"2015";"MUNICIPIO";"50";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"425";"432030";"2015";"MUNICIPIO";"34";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"426";"432032";"2015";"MUNICIPIO";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"427";"432035";"2015";"MUNICIPIO";"57";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"428";"432040";"2015";"MUNICIPIO";"91";"0";"3";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"429";"432045";"2015";"MUNICIPIO";"23";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"430";"432050";"2015";"MUNICIPIO";"56";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"431";"432055";"2015";"MUNICIPIO";"46";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"432";"432057";"2015";"MUNICIPIO";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"433";"432060";"2015";"MUNICIPIO";"25";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"434";"432065";"2015";"MUNICIPIO";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"435";"432067";"2015";"MUNICIPIO";"76";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"436";"432070";"2015";"MUNICIPIO";"124";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"437";"432080";"2015";"MUNICIPIO";"239";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"438";"432085";"2015";"MUNICIPIO";"29";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"439";"432090";"2015";"MUNICIPIO";"145";"0";"4";"0";"0";"0";"0";"6";"0";"0";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0"
"440";"432100";"2015";"MUNICIPIO";"67";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"441";"432110";"2015";"MUNICIPIO";"143";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"442";"432120";"2015";"MUNICIPIO";"448";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"443";"432130";"2015";"MUNICIPIO";"225";"0";"3";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"444";"432132";"2015";"MUNICIPIO";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"445";"432135";"2015";"MUNICIPIO";"48";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"446";"432140";"2015";"MUNICIPIO";"96";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"447";"432143";"2015";"MUNICIPIO";"73";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"448";"432145";"2015";"MUNICIPIO";"187";"0";"2";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0"
"449";"432146";"2015";"MUNICIPIO";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"450";"432147";"2015";"MUNICIPIO";"57";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"451";"432149";"2015";"MUNICIPIO";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"452";"432150";"2015";"MUNICIPIO";"276";"0";"1";"0";"0";"1";"0";"2";"0";"0";"0";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0"
"453";"432160";"2015";"MUNICIPIO";"392";"0";"8";"0";"0";"0";"0";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"454";"432162";"2015";"MUNICIPIO";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"455";"432163";"2015";"MUNICIPIO";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"456";"432166";"2015";"MUNICIPIO";"60";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"457";"432170";"2015";"MUNICIPIO";"160";"0";"4";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"458";"432180";"2015";"MUNICIPIO";"208";"0";"3";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"459";"432183";"2015";"MUNICIPIO";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"460";"432185";"2015";"MUNICIPIO";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"461";"432190";"2015";"MUNICIPIO";"204";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"1";"0"
"462";"432195";"2015";"MUNICIPIO";"34";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"463";"432200";"2015";"MUNICIPIO";"187";"0";"5";"0";"0";"0";"0";"6";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0"
"464";"432210";"2015";"MUNICIPIO";"44";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"465";"432215";"2015";"MUNICIPIO";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"466";"432218";"2015";"MUNICIPIO";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"467";"432220";"2015";"MUNICIPIO";"154";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"468";"432225";"2015";"MUNICIPIO";"19";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"469";"432230";"2015";"MUNICIPIO";"79";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"470";"432232";"2015";"MUNICIPIO";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"471";"432234";"2015";"MUNICIPIO";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"472";"432235";"2015";"MUNICIPIO";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"473";"432237";"2015";"MUNICIPIO";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"474";"432240";"2015";"MUNICIPIO";"921";"1";"17";"0";"0";"0";"0";"26";"1";"3";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0"
"475";"432250";"2015";"MUNICIPIO";"524";"0";"9";"0";"0";"0";"0";"12";"1";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0"
"476";"432252";"2015";"MUNICIPIO";"35";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"477";"432253";"2015";"MUNICIPIO";"98";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"478";"432254";"2015";"MUNICIPIO";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"479";"432255";"2015";"MUNICIPIO";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"480";"432260";"2015";"MUNICIPIO";"490";"1";"5";"0";"0";"0";"0";"10";"2";"1";"0";"1";"0";"3";"3";"0";"0";"2";"1";"0";"0"
"481";"432270";"2015";"MUNICIPIO";"199";"0";"1";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"482";"432280";"2015";"MUNICIPIO";"179";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"483";"432285";"2015";"MUNICIPIO";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
