"";"ANO";"NIVEL";"CODMUNRES";"POPRE_T";"POPRC_T";"POPRC_M";"POPRC_F";"POPRC_15";"POPRC_15_49";"POPRC_50";"POPRC_F_15";"POPRC_F_15_49";"POPRC_F_50"
"269";2015;"MUNICIPIO";"4312658";16997;15936;7855;8081;2955;8794;4187;1415;4334;NA
"270";2015;"MUNICIPIO";"4312674";1757;1721;862;859;326;841;554;158;411;NA
"271";2015;"MUNICIPIO";"4312708";12295;12074;5932;6142;2857;6126;3091;1421;3103;1618
"272";2015;"MUNICIPIO";"4312757";3431;3182;1598;1584;649;1662;871;332;809;NA
"273";2015;"MUNICIPIO";"4312807";4385;4001;1957;2044;658;2236;1107;356;1097;NA
"274";2015;"MUNICIPIO";"4312906";9478;8840;4480;4360;1577;4750;2513;768;2262;NA
"275";2015;"MUNICIPIO";"4312955";1953;1960;981;979;279;962;719;130;468;NA
"276";2015;"MUNICIPIO";"4313003";3329;3184;1629;1555;515;1510;1159;247;703;NA
"277";2015;"MUNICIPIO";"4313011";2814;2751;1405;1346;439;1390;922;205;668;NA
"278";2015;"MUNICIPIO";"4313037";5048;4671;2306;2365;870;2549;1252;445;1288;NA
"279";2015;"MUNICIPIO";"4313060";20035;18346;9072;9274;4494;10724;3128;2262;5355;NA
"280";2015;"MUNICIPIO";"4313086";2557;2450;1258;1192;371;1205;874;188;555;NA
"281";2015;"MUNICIPIO";"4313102";6588;6342;3217;3125;1254;3293;1795;628;1582;NA
"282";2015;"MUNICIPIO";"4313201";20416;19045;9370;9675;3253;10443;5349;1616;5230;2829
"283";2015;"MUNICIPIO";"4313300";25057;22830;11303;11527;4196;12940;5694;2035;6389;3103
"284";2015;"MUNICIPIO";"4313334";2440;2437;1246;1191;448;1231;758;214;598;NA
"285";2015;"MUNICIPIO";"4313359";3564;3343;1708;1635;581;1721;1041;283;820;NA
"286";2015;"MUNICIPIO";"4313375";25700;22716;11441;11275;5814;12408;4494;2837;6183;2255
"287";2015;"MUNICIPIO";"4313391";4087;3855;1946;1909;749;1955;1151;353;979;NA
"288";2015;"MUNICIPIO";"4313409";248694;238940;115766;123174;51083;134353;53504;25052;68211;29911
"289";2015;"MUNICIPIO";"4313425";3828;3925;1948;1977;669;1808;1448;333;891;753
"290";2015;"MUNICIPIO";"4313441";2320;2277;1191;1086;471;1112;694;212;525;NA
"291";2015;"MUNICIPIO";"4313466";1795;1757;861;896;289;882;586;146;444;NA
"292";2015;"MUNICIPIO";"4313490";4160;3978;2032;1946;786;1982;1210;348;987;611
"293";2015;"MUNICIPIO";"4313508";43897;40906;20157;20749;8748;22032;10126;4251;11040;5458
"294";2015;"MUNICIPIO";"4313607";4221;4243;2111;2132;790;2067;1386;383;1033;NA
"295";2015;"MUNICIPIO";"4313656";11413;10969;5462;5507;2226;5327;3416;1092;2662;NA
"296";2015;"MUNICIPIO";"4313706";34974;34328;16641;17687;7946;18124;8258;3949;9355;4383
"297";2015;"MUNICIPIO";"4313805";7170;6920;3494;3426;1388;3622;1910;652;1811;NA
"298";2015;"MUNICIPIO";"4313904";41148;38058;19013;19045;7934;21431;8693;3853;10522;4670
"299";2015;"MUNICIPIO";"4313953";9932;9895;4909;4986;2334;4909;2652;1171;2468;NA
"300";2015;"MUNICIPIO";"4314001";7309;6812;3451;3361;1203;3700;1909;600;1776;NA
"301";2015;"MUNICIPIO";"4314027";7648;7336;3694;3642;1364;3711;2261;650;1787;NA
"302";2015;"MUNICIPIO";"4314035";3725;3511;1784;1727;613;1903;995;292;919;NA
"303";2015;"MUNICIPIO";"4314050";55486;51502;25449;26053;12675;29940;8887;6266;15076;4711
"304";2015;"MUNICIPIO";"4314068";5491;5154;2678;2476;1237;2692;1225;585;1298;NA
"305";2015;"MUNICIPIO";"4314076";6372;6011;2996;3015;1093;3146;1772;566;1535;NA
"306";2015;"MUNICIPIO";"4314100";196739;184826;88050;96776;39394;102834;42598;19278;53272;24226
"307";2015;"MUNICIPIO";"4314134";2297;2196;1126;1070;383;1046;767;188;499;NA
"308";2015;"MUNICIPIO";"4314159";8437;8044;4050;3994;1556;4085;2403;782;1980;1232
"309";2015;"MUNICIPIO";"4314175";2195;2212;1161;1051;535;1168;509;263;563;NA
"310";2015;"MUNICIPIO";"4314209";8011;7811;3826;3985;1640;3746;2425;793;1925;NA
"311";2015;"MUNICIPIO";"4314308";4055;3973;2008;1965;749;2085;1139;371;1014;580
"312";2015;"MUNICIPIO";"4314407";342873;328275;154198;174077;65134;173146;89995;31999;90025;52053
"313";2015;"MUNICIPIO";"4314423";5532;5182;2594;2588;892;2948;1342;425;1496;NA
"314";2015;"MUNICIPIO";"4314456";2609;2513;1274;1239;500;1329;684;224;670;NA
"315";2015;"MUNICIPIO";"4314464";2126;2130;1110;1020;463;1004;663;224;486;NA
"316";2015;"MUNICIPIO";"4314472";4560;4471;2314;2157;980;2282;1209;486;1081;NA
"317";2015;"MUNICIPIO";"4314498";4761;4497;2277;2220;1003;2315;1179;494;1131;595
"318";2015;"MUNICIPIO";"4314506";12976;12780;6381;6399;2493;6447;3840;1224;3229;1946
"319";2015;"MUNICIPIO";"4314555";2678;2757;1398;1359;499;1286;972;242;632;NA
"320";2015;"MUNICIPIO";"4314605";20712;19841;10108;9733;3996;9603;6242;1930;4650;3153
"321";2015;"MUNICIPIO";"4314704";10678;10524;5209;5315;2261;5266;2997;1117;2612;1586
"322";2015;"MUNICIPIO";"4314753";2104;2017;1023;994;341;948;728;164;451;NA
"323";2015;"MUNICIPIO";"4314779";3986;3857;1984;1873;854;2039;964;407;1006;460
"324";2015;"MUNICIPIO";"4314787";1730;1750;924;826;252;847;651;113;385;NA
"325";2015;"MUNICIPIO";"4314803";33994;30920;15515;15405;7034;17355;6531;3416;8629;NA
"326";2015;"MUNICIPIO";"4314902";1476867;1409351;653787;755564;264269;758156;386926;129996;395012;230556
"327";2015;"MUNICIPIO";"4315008";5313;5413;2698;2715;871;2452;2090;427;1215;NA
"328";2015;"MUNICIPIO";"4315057";2557;2542;1264;1278;440;1205;897;227;600;451
"329";2015;"MUNICIPIO";"4315073";1733;1852;936;916;333;802;717;158;397;NA
"330";2015;"MUNICIPIO";"4315107";10758;10558;5300;5258;2219;5352;2987;1099;2664;1495
"331";2015;"MUNICIPIO";"4315131";1847;1875;953;922;347;866;662;152;428;NA
"332";2015;"MUNICIPIO";"4315149";2705;2484;1310;1174;434;1385;665;212;638;NA
"333";2015;"MUNICIPIO";"4315156";6372;6163;3183;2980;1206;3264;1693;591;1541;848
"334";2015;"MUNICIPIO";"4315172";2041;2000;1079;921;316;995;689;141;445;NA
"335";2015;"MUNICIPIO";"4315206";4185;4141;2097;2044;699;1959;1483;325;928;NA
"336";2015;"MUNICIPIO";"4315305";23579;23021;11228;11793;5373;11405;6243;2698;5696;NA
"337";2015;"MUNICIPIO";"4315313";1849;1775;890;885;393;923;459;211;442;NA
"338";2015;"MUNICIPIO";"4315321";2816;2710;1447;1263;549;1425;736;251;672;NA
"339";2015;"MUNICIPIO";"4315354";3811;3653;1799;1854;637;1779;1237;319;885;NA
"340";2015;"MUNICIPIO";"4315404";11025;10222;5210;5012;3398;4824;2000;1646;2357;1009
"341";2015;"MUNICIPIO";"4315453";2195;2155;1071;1084;325;933;897;159;457;NA
"342";2015;"MUNICIPIO";"4315503";16334;15849;7815;8034;3094;7917;4838;1526;4015;2493
"343";2015;"MUNICIPIO";"4315552";3418;3616;1860;1756;740;1722;1154;348;853;NA
"344";2015;"MUNICIPIO";"4315602";207860;197228;94983;102245;42286;103498;51444;20825;52733;28687
"345";2015;"MUNICIPIO";"4315701";38934;37591;18318;19273;7811;19067;10713;3860;9611;5802
"346";2015;"MUNICIPIO";"4315750";4571;4330;2203;2127;955;2261;1114;478;1110;539
"347";2015;"MUNICIPIO";"4315800";10976;10284;5090;5194;1817;5245;3222;878;2583;NA
"348";2015;"MUNICIPIO";"4315909";5955;5743;2846;2897;1163;2990;1590;566;1496;835
"349";2015;"MUNICIPIO";"4315958";2542;2546;1318;1228;481;1166;899;222;565;NA
"350";2015;"MUNICIPIO";"4316006";20712;19485;9767;9718;4098;10636;4751;2004;5249;2465
"351";2015;"MUNICIPIO";"4316105";10655;10221;5009;5212;2139;5250;2832;1060;2677;NA
"352";2015;"MUNICIPIO";"4316204";5544;5518;2718;2800;937;2671;1910;472;1328;NA
"353";2015;"MUNICIPIO";"4316303";7289;7203;3622;3581;1417;3549;2237;668;1773;NA
"354";2015;"MUNICIPIO";"4316402";40773;39707;19311;20396;8647;19848;11212;4298;10088;6010
"355";2015;"MUNICIPIO";"4316428";2676;2595;1339;1256;549;1270;776;252;637;NA
"356";2015;"MUNICIPIO";"4316436";2876;2869;1390;1479;457;1481;931;235;752;NA
"357";2015;"MUNICIPIO";"4316451";12429;11880;5878;6002;2914;6299;2667;1448;3191;1363
"358";2015;"MUNICIPIO";"4316477";2769;2669;1377;1292;418;1348;903;186;648;NA
"359";2015;"MUNICIPIO";"4316501";7315;6747;3412;3335;1252;3832;1663;625;1846;864
"360";2015;"MUNICIPIO";"4316600";16139;15373;7604;7769;2690;7949;4734;1304;3933;2532
"361";2015;"MUNICIPIO";"4316709";8793;8829;4341;4488;1761;4713;2355;846;2402;1240
"362";2015;"MUNICIPIO";"4316733";1698;1655;839;816;310;818;527;154;393;NA
"363";2015;"MUNICIPIO";"4316758";6183;5697;2845;2852;957;3058;1682;458;1516;NA
"364";2015;"MUNICIPIO";"4316808";126084;118374;56943;61431;22577;65665;30132;11110;33335;16986
"365";2015;"MUNICIPIO";"4316907";276108;261031;123634;137397;51365;143113;66553;25297;73695;38405
"366";2015;"MUNICIPIO";"4316956";6328;6053;3101;2952;983;3400;1670;476;1615;NA
"367";2015;"MUNICIPIO";"4316972";2495;2352;1272;1080;484;1164;704;213;556;NA
"368";2015;"MUNICIPIO";"4317004";8434;8242;4169;4073;1604;3912;2726;777;1916;1380
"369";2015;"MUNICIPIO";"4317103";82968;82464;39376;43088;18991;40513;22960;9418;20970;12700
"370";2015;"MUNICIPIO";"4317202";72240;68587;33483;35104;13686;38555;16346;6678;19431;8995
"371";2015;"MUNICIPIO";"4317251";1781;1720;889;831;233;769;718;113;357;NA
"372";2015;"MUNICIPIO";"4317301";31436;30990;15469;15521;6885;15626;8479;3294;7892;4335
"373";2015;"MUNICIPIO";"4317400";50635;49071;23571;25500;9705;25440;13926;4803;13033;7664
"374";2015;"MUNICIPIO";"4317509";78976;76275;36586;39689;15996;40701;19578;7941;20921;10827
"375";2015;"MUNICIPIO";"4317558";2198;2139;1112;1027;367;1121;651;180;521;NA
"376";2015;"MUNICIPIO";"4317608";41977;39685;19756;19929;8181;20392;11112;3999;10237;5693
"377";2015;"MUNICIPIO";"4317707";11174;11210;5579;5631;2393;5405;3412;1197;2713;1721
"378";2015;"MUNICIPIO";"4317756";2056;1987;980;1007;400;992;595;191;508;NA
"379";2015;"MUNICIPIO";"4317806";14349;13968;6811;7157;2804;7335;3829;1381;3747;2029
"380";2015;"MUNICIPIO";"4317905";14757;14378;7190;7188;2510;7462;4406;1262;3592;NA
"381";2015;"MUNICIPIO";"4317954";2485;2461;1239;1222;431;1193;837;224;573;NA
"382";2015;"MUNICIPIO";"4318002";62990;61671;30248;31423;13656;32379;15636;6715;16398;8310
"383";2015;"MUNICIPIO";"4318051";3064;2926;1470;1456;496;1463;967;237;720;NA
"384";2015;"MUNICIPIO";"4318101";19495;19254;9493;9761;3755;9448;6051;1845;4780;3136
"385";2015;"MUNICIPIO";"4318200";21551;20537;10402;10135;4977;10360;5200;2472;5024;2639
"386";2015;"MUNICIPIO";"4318309";62785;60425;29429;30996;13253;30786;16386;6383;15707;8906
"387";2015;"MUNICIPIO";"4318408";23527;22134;11026;11108;4939;11540;5655;2391;5771;NA
"388";2015;"MUNICIPIO";"4318424";4840;4726;2401;2325;787;2307;1632;385;1119;NA
"389";2015;"MUNICIPIO";"4318432";2651;2635;1272;1363;419;1229;987;204;639;NA
"390";2015;"MUNICIPIO";"4318440";2846;2774;1379;1395;473;1401;900;245;698;NA
"391";2015;"MUNICIPIO";"4318457";2736;2720;1377;1343;589;1259;872;291;625;NA
"392";2015;"MUNICIPIO";"4318465";2186;2204;1136;1068;530;1072;602;250;521;NA
"393";2015;"MUNICIPIO";"4318481";4463;4094;2088;2006;739;2283;1072;366;1104;NA
"394";2015;"MUNICIPIO";"4318499";2220;2200;1125;1075;332;1057;811;150;516;NA
"395";2015;"MUNICIPIO";"4318507";26977;25503;13003;12500;5414;13362;6727;2706;6449;3345
"396";2015;"MUNICIPIO";"4318606";7116;6904;3382;3522;1287;3521;2096;646;1752;NA
"397";2015;"MUNICIPIO";"4318614";2260;2082;1052;1030;342;1031;709;177;477;NA
"398";2015;"MUNICIPIO";"4318622";3470;3290;1693;1597;799;1779;712;410;853;NA
"399";2015;"MUNICIPIO";"4318705";228370;214087;104242;109845;48055;120258;45774;23414;60950;25481
"400";2015;"MUNICIPIO";"4318804";44541;43111;21623;21488;8177;22110;12824;3895;10817;6776
"401";2015;"MUNICIPIO";"4318903";35193;34556;16827;17729;7321;17812;9423;3590;9002;5137
"402";2015;"MUNICIPIO";"4319000";21204;20103;9859;10244;3746;11334;5023;1872;5664;2708
"403";2015;"MUNICIPIO";"4319109";5821;5773;2838;2935;995;2806;1972;481;1418;NA
"404";2015;"MUNICIPIO";"4319125";3306;3201;1647;1554;606;1462;1133;293;704;557
"405";2015;"MUNICIPIO";"4319158";7728;7421;3880;3541;1637;3750;2034;763;1811;967
"406";2015;"MUNICIPIO";"4319208";5732;5727;2906;2821;1314;2635;1778;616;1333;872
"407";2015;"MUNICIPIO";"4319307";6348;6364;3228;3136;1171;3002;2191;561;1444;NA
"408";2015;"MUNICIPIO";"4319356";3584;3315;1683;1632;682;1889;744;326;924;NA
"409";2015;"MUNICIPIO";"4319364";1984;1886;932;954;427;916;543;216;469;NA
"410";2015;"MUNICIPIO";"4319372";2983;2873;1456;1417;492;1455;926;235;704;NA
"411";2015;"MUNICIPIO";"4319406";16788;16368;8050;8318;3040;8058;5270;1497;4006;2815
"412";2015;"MUNICIPIO";"4319505";24676;21932;10738;11194;4572;11926;5434;2228;6030;NA
"413";2015;"MUNICIPIO";"4319604";24432;23798;11777;12021;4705;11749;7344;2309;5898;3814
"414";2015;"MUNICIPIO";"4319703";3621;3632;1811;1821;632;1696;1304;317;821;NA
"415";2015;"MUNICIPIO";"4319711";2257;2168;1112;1056;300;1027;841;132;480;NA
"416";2015;"MUNICIPIO";"4319737";2752;2647;1375;1272;753;1245;649;358;613;301
"417";2015;"MUNICIPIO";"4319752";2124;1944;994;950;319;1123;502;145;537;NA
"418";2015;"MUNICIPIO";"4319802";8787;8440;4206;4234;1837;4276;2327;897;2137;1200
"419";2015;"MUNICIPIO";"4319901";79560;74985;36989;37996;17943;43229;13813;8804;21700;7492
"420";2015;"MUNICIPIO";"4320008";138357;130957;63747;67210;30103;72373;28481;14906;36662;15642
"421";2015;"MUNICIPIO";"4320107";23036;21285;10269;11016;4349;11769;5167;2191;6039;2786
"422";2015;"MUNICIPIO";"4320206";11164;10897;5349;5548;2312;5389;3196;1170;2721;1657
"423";2015;"MUNICIPIO";"4320230";3063;3011;1531;1480;642;1466;903;304;705;NA
"424";2015;"MUNICIPIO";"4320263";7388;7158;3698;3460;1661;3755;1742;810;1763;NA
"425";2015;"MUNICIPIO";"4320305";5134;4929;2403;2526;892;2563;1474;457;1274;795
"426";2015;"MUNICIPIO";"4320321";2885;2814;1407;1407;528;1431;855;240;718;NA
"427";2015;"MUNICIPIO";"4320354";5486;5198;2666;2532;1114;2615;1469;546;1261;725
"428";2015;"MUNICIPIO";"4320404";15814;14253;7099;7154;2795;8007;3451;1364;3960;1830
"429";2015;"MUNICIPIO";"4320453";2235;2281;1190;1091;381;1155;745;188;520;NA
"430";2015;"MUNICIPIO";"4320503";6169;6294;3045;3249;1146;3107;2041;584;1583;NA
"431";2015;"MUNICIPIO";"4320552";6246;5850;2934;2916;1207;3033;1610;633;1453;830
"432";2015;"MUNICIPIO";"4320578";2132;2124;1082;1042;362;1051;711;169;499;NA
"433";2015;"MUNICIPIO";"4320602";3890;3842;1942;1900;670;1952;1220;327;964;NA
"434";2015;"MUNICIPIO";"4320651";2487;2449;1227;1222;413;1140;896;210;552;460
"435";2015;"MUNICIPIO";"4320677";10400;10068;5217;4851;1950;5119;2999;913;2396;1542
"436";2015;"MUNICIPIO";"4320701";14944;14283;6992;7291;2995;7588;3700;1439;3819;NA
"437";2015;"MUNICIPIO";"4320800";31261;30044;14729;15315;6691;15753;7600;3205;8008;4102
"438";2015;"MUNICIPIO";"4320859";4460;4131;2102;2029;875;2163;1093;439;1043;NA
"439";2015;"MUNICIPIO";"4320909";21525;19250;9392;9858;3567;11254;4429;1756;5648;NA
"440";2015;"MUNICIPIO";"4321006";10803;10448;5093;5355;2121;5515;2812;1033;2753;1569
"441";2015;"MUNICIPIO";"4321105";17354;16629;8167;8462;3897;8177;4555;1874;4167;NA
"442";2015;"MUNICIPIO";"4321204";57238;54643;26866;27777;12207;29091;13345;5928;14717;7132
"443";2015;"MUNICIPIO";"4321303";27128;26092;12689;13403;5491;13706;6895;2734;6973;NA
"444";2015;"MUNICIPIO";"4321329";3090;2966;1517;1449;567;1489;910;275;714;NA
"445";2015;"MUNICIPIO";"4321352";5554;5351;2777;2574;1024;2552;1775;499;1202;873
"446";2015;"MUNICIPIO";"4321402";14039;13719;6713;7006;3333;6631;3755;1641;3362;2003
"447";2015;"MUNICIPIO";"4321436";10634;9878;4959;4919;2206;5118;2554;1074;2528;1317
"448";2015;"MUNICIPIO";"4321451";30170;27272;13523;13749;5244;15456;6572;2573;7681;3495
"449";2015;"MUNICIPIO";"4321469";2912;2724;1372;1352;561;1454;709;276;715;361
"450";2015;"MUNICIPIO";"4321477";6384;6461;3268;3193;1337;2781;2343;657;1366;1170
"451";2015;"MUNICIPIO";"4321493";2988;2952;1561;1391;502;1412;1038;226;661;NA
"452";2015;"MUNICIPIO";"4321501";37107;34656;16835;17821;7228;18338;9090;3532;9435;4854
"453";2015;"MUNICIPIO";"4321600";46369;41585;20095;21490;10112;20795;10678;4951;10770;5769
"454";2015;"MUNICIPIO";"4321626";2389;2314;1171;1143;342;1075;897;168;507;NA
"455";2015;"MUNICIPIO";"4321634";2873;2855;1428;1427;369;1405;1081;186;688;NA
"456";2015;"MUNICIPIO";"4321667";10811;10217;5156;5061;2021;5544;2652;994;2741;NA
"457";2015;"MUNICIPIO";"4321709";26092;23848;11837;12011;5287;13813;4748;2656;6812;2543
"458";2015;"MUNICIPIO";"4321808";24485;23726;11484;12242;4205;12589;6932;2015;6396;3831
"459";2015;"MUNICIPIO";"4321832";2924;2914;1512;1402;615;1452;847;283;686;NA
"460";2015;"MUNICIPIO";"4321857";4471;4381;2210;2171;927;2112;1342;454;1028;689
"461";2015;"MUNICIPIO";"4321907";24647;23965;11751;12214;4331;12424;7210;2107;6165;3942
"462";2015;"MUNICIPIO";"4321956";5961;5787;2884;2903;1332;2803;1652;646;1400;NA
"463";2015;"MUNICIPIO";"4322004";27867;25793;12933;12860;6050;13627;6116;2998;6763;3099
"464";2015;"MUNICIPIO";"4322103";5993;5898;2817;3081;951;2955;1992;483;1522;1076
"465";2015;"MUNICIPIO";"4322152";4586;4395;2278;2117;1030;2360;1005;507;1099;NA
"466";2015;"MUNICIPIO";"4322186";1584;1573;816;757;308;775;490;152;364;NA
"467";2015;"MUNICIPIO";"4322202";23521;22281;10864;11417;5253;11557;5471;2613;5885;2919
"468";2015;"MUNICIPIO";"4322251";4366;3924;2068;1856;753;2292;879;357;1066;NA
"469";2015;"MUNICIPIO";"4322301";8574;8557;4146;4411;1292;4210;3055;632;2138;NA
"470";2015;"MUNICIPIO";"4322327";3596;3522;1778;1744;716;1790;1016;356;864;NA
"471";2015;"MUNICIPIO";"4322343";2265;2296;1183;1113;412;1152;732;185;542;NA
"472";2015;"MUNICIPIO";"4322350";1413;1487;797;690;203;646;638;102;272;NA
"473";2015;"MUNICIPIO";"4322376";2481;2450;1245;1205;529;1160;761;264;583;NA
"474";2015;"MUNICIPIO";"4322400";129652;125435;61009;64426;32652;66169;26614;16287;33748;14391
"475";2015;"MUNICIPIO";"4322509";64857;61342;30083;31259;14409;32155;14778;7001;16248;8010
"476";2015;"MUNICIPIO";"4322525";3434;3253;1652;1601;638;1601;1014;301;790;NA
"477";2015;"MUNICIPIO";"4322533";11650;11077;5597;5480;2236;5845;2996;1128;2776;NA
"478";2015;"MUNICIPIO";"4322541";5548;5118;2570;2548;975;3012;1131;485;1474;NA
"479";2015;"MUNICIPIO";"4322558";2087;1984;993;991;330;1079;575;164;531;NA
"480";2015;"MUNICIPIO";"4322608";69859;65946;32643;33303;12592;35826;17528;6098;17789;9416
"481";2015;"MUNICIPIO";"4322707";25700;23983;11749;12234;4897;12929;6157;2464;6460;NA
"482";2015;"MUNICIPIO";"4322806";24686;22810;11102;11708;3780;12628;6402;1869;6370;3469
"483";2015;"MUNICIPIO";"4322855";1976;1974;1024;950;289;911;774;131;414;NA
"484";2015;"MUNICIPIO";"4322905";5271;5311;2620;2691;848;2621;1842;423;1277;NA
"485";2015;"MUNICIPIO";"4323002";251978;239384;116483;122901;58609;127434;53341;28744;64856;29301
"486";2015;"MUNICIPIO";"4323101";5224;5285;2701;2584;1265;2625;1395;586;1267;NA
"487";2015;"MUNICIPIO";"4323200";3070;3036;1512;1524;585;1485;966;262;743;NA
"488";2015;"MUNICIPIO";"4323309";3363;3207;1617;1590;489;1699;1019;248;813;NA
"489";2015;"MUNICIPIO";"4323358";2193;2152;1123;1029;398;1092;662;176;519;NA
"490";2015;"MUNICIPIO";"4323408";4393;4221;2116;2105;661;2222;1338;328;1077;700
"491";2015;"MUNICIPIO";"4323457";4365;4221;2102;2119;853;2030;1338;426;1030;663
"492";2015;"MUNICIPIO";"4323507";2887;2832;1400;1432;578;1414;840;284;706;442
"493";2015;"MUNICIPIO";"4323606";1613;1569;819;750;247;754;568;108;345;NA
"494";2015;"MUNICIPIO";"4323705";2873;2759;1395;1364;520;1431;808;235;712;NA
"495";2015;"MUNICIPIO";"4323754";3463;3485;1794;1691;670;1583;1232;324;760;NA
"496";2015;"MUNICIPIO";"4323770";2953;2793;1406;1387;428;1468;897;225;678;NA
"497";2015;"MUNICIPIO";"4323804";14197;12434;6199;6235;3154;6678;2602;1549;3327;NA
