"";"ANO";"NIVEL";"CODMUNRES";"IDHM_A";"IDHM_CA";"IDHM_CA_F";"IDHM_CA_M"
"442";2015;"MUNICIPIO";"4321303";0;0,733;0;0
"443";2015;"MUNICIPIO";"4321329";0;0,739;0;0
"444";2015;"MUNICIPIO";"4321352";0;0,656;0;0
"445";2015;"MUNICIPIO";"4321402";0;0,708;0;0
"446";2015;"MUNICIPIO";"4321436";0;0,689;0;0
"447";2015;"MUNICIPIO";"4321451";0;0,747;0;0
"448";2015;"MUNICIPIO";"4321469";0;0,742;0;0
"449";2015;"MUNICIPIO";"4321477";0;0,689;0;0
"450";2015;"MUNICIPIO";"4321493";0;0,683;0;0
"451";2015;"MUNICIPIO";"4321501";0;0,762;0;0
"452";2015;"MUNICIPIO";"4321600";0;0,719;0;0
"453";2015;"MUNICIPIO";"4321626";0;0,701;0;0
"454";2015;"MUNICIPIO";"4321634";0;0,791;0;0
"455";2015;"MUNICIPIO";"4321667";0;0,718;0;0
"456";2015;"MUNICIPIO";"4321709";0;0,71;0;0
"457";2015;"MUNICIPIO";"4321808";0;0,759;0;0
"458";2015;"MUNICIPIO";"4321832";0;0,662;0;0
"459";2015;"MUNICIPIO";"4321857";0;0,703;0;0
"460";2015;"MUNICIPIO";"4321907";0;0,768;0;0
"461";2015;"MUNICIPIO";"4321956";0;0,687;0;0
"462";2015;"MUNICIPIO";"4322004";0;0,733;0;0
"463";2015;"MUNICIPIO";"4322103";0;0,747;0;0
"464";2015;"MUNICIPIO";"4322152";0;0,657;0;0
"465";2015;"MUNICIPIO";"4322186";0;0,694;0;0
"466";2015;"MUNICIPIO";"4322202";0;0,709;0;0
"467";2015;"MUNICIPIO";"4322251";0;0,718;0;0
"468";2015;"MUNICIPIO";"4322301";0;0,728;0;0
"469";2015;"MUNICIPIO";"4322327";0;0,629;0;0
"470";2015;"MUNICIPIO";"4322343";0;0,7;0;0
"471";2015;"MUNICIPIO";"4322350";0;0,733;0;0
"472";2015;"MUNICIPIO";"4322376";0;0,649;0;0
"473";2015;"MUNICIPIO";"4322400";0;0,744;0;0
"474";2015;"MUNICIPIO";"4322509";0;0,721;0;0
"475";2015;"MUNICIPIO";"4322525";0;0,624;0;0
"476";2015;"MUNICIPIO";"4322533";0;0,737;0;0
"477";2015;"MUNICIPIO";"4322541";0;0,646;0;0
"478";2015;"MUNICIPIO";"4322558";0;0,757;0;0
"479";2015;"MUNICIPIO";"4322608";0;0,712;0;0
"480";2015;"MUNICIPIO";"4322707";0;0,737;0;0
"481";2015;"MUNICIPIO";"4322806";0;0,773;0;0
"482";2015;"MUNICIPIO";"4322855";0;0,723;0;0
"483";2015;"MUNICIPIO";"4322905";0;0,702;0;0
"484";2015;"MUNICIPIO";"4323002";0;0,717;0;0
"485";2015;"MUNICIPIO";"4323101";0;0,638;0;0
"486";2015;"MUNICIPIO";"4323200";0;0,777;0;0
"487";2015;"MUNICIPIO";"4323309";0;0,742;0;0
"488";2015;"MUNICIPIO";"4323358";0;0,705;0;0
"489";2015;"MUNICIPIO";"4323408";0;0,761;0;0
"490";2015;"MUNICIPIO";"4323457";0;0,662;0;0
"491";2015;"MUNICIPIO";"4323507";0;0,739;0;0
"492";2015;"MUNICIPIO";"4323606";0;0,78;0;0
"493";2015;"MUNICIPIO";"4323705";0;0,757;0;0
"494";2015;"MUNICIPIO";"4323754";0;0,655;0;0
"495";2015;"MUNICIPIO";"4323770";0;0,752;0;0
"496";2015;"MUNICIPIO";"4323804";0;0,735;0;0
"497";2015;"UF";"43";787;746;772;716
