"";"ANO";"NIVEL";"CODMUNRES";"POPR_RA";"POPR_RE"
"463";"2015";"MUNICIPIO";"432200";"15.085";"0"
"464";"2015";"MUNICIPIO";"432210";"4.424";"0"
"465";"2015";"MUNICIPIO";"432215";"4.25";"825"
"466";"2015";"MUNICIPIO";"432218";"0";"0"
"467";"2015";"MUNICIPIO";"432220";"18.618";"0"
"468";"2015";"MUNICIPIO";"432225";"0";"300"
"469";"2015";"MUNICIPIO";"432230";"5.796";"0"
"470";"2015";"MUNICIPIO";"432232";"1.481";"0"
"471";"2015";"MUNICIPIO";"432234";"0";"0"
"472";"2015";"MUNICIPIO";"432235";"0";"0"
"473";"2015";"MUNICIPIO";"432237";"990";"0"
"474";"2015";"MUNICIPIO";"432240";"123.989";"93.319"
"475";"2015";"MUNICIPIO";"432250";"64.585";"0"
"476";"2015";"MUNICIPIO";"432252";"8.089";"0"
"477";"2015";"MUNICIPIO";"432253";"5.175";"0"
"478";"2015";"MUNICIPIO";"432254";"0";"0"
"479";"2015";"MUNICIPIO";"432255";"2.087";"0"
"480";"2015";"MUNICIPIO";"432260";"48.198";"0"
"481";"2015";"MUNICIPIO";"432270";"25.7";"12.731"
"482";"2015";"MUNICIPIO";"432280";"22.5";"22"
"483";"2015";"MUNICIPIO";"432285";"1.976";"0"
"484";"2015";"MUNICIPIO";"432290";"2.92";"0"
"485";"2015";"MUNICIPIO";"432300";"231.019";"3.562"
"486";"2015";"MUNICIPIO";"432310";"2.008";"0"
"487";"2015";"MUNICIPIO";"432320";"1.616";"0"
"488";"2015";"MUNICIPIO";"432330";"1.64";"0"
"489";"2015";"MUNICIPIO";"432335";"373";"373"
"490";"2015";"MUNICIPIO";"432340";"4.385";"0"
"491";"2015";"MUNICIPIO";"432345";"2.403";"0"
"492";"2015";"MUNICIPIO";"432350";"1.509";"0"
"493";"2015";"MUNICIPIO";"432360";"1.569";"0"
"494";"2015";"MUNICIPIO";"432370";"1.043";"0"
"495";"2015";"MUNICIPIO";"432375";"3.463";"0"
"496";"2015";"MUNICIPIO";"432377";"1.195";"0"
"497";"2015";"MUNICIPIO";"432380";"14.197";"4.003"
"498";"0";"2015";"ESTADO";"0";"0"
