"";"CODMUNRES";"X.x";"ANO.x";"NIVEL.x";"POPRE_T";"POPRC_T";"POPRC_M";"POPRC_F";"POPRC_15";"POPRC_15_49";"POPRC_50";"POPRC_F_15";"POPRC_F_15_49";"POPRC_F_50";"X.y";"ANO.y";"NIVEL.y";"IDHM_A";"IDHM_CA";"IDHM_CA_M";"IDHM_CA_F";"X.x";"ANO.x";"NIVEL.x";"TN";"TNRC";"TNRCR";"TGI_15";"TGI_15_19";"TGI_20_24";"TGI_25_29";"TGI_30_34";"TGI_35_39";"TGI_40_44";"TGI_45_49";"TGI_50";"TGIF";"IM_P25";"IM_P50";"IM_P75";"IM_MD.x";"IM_DP";"EM_S";"EM_FI";"EM_FII";"EM_M";"EM_SI";"EM_SC";"TGRC_B";"TGRC_PT";"TGRC_PD";"TGRC_I";"TGRC_A";"TGCC";"TGSC";"TGNPRI";"TGPRI";"TGG";"NA.";"TGD_32_36";"TGD_37_41";"TGD_42";"TGD_28_31";"TGD_22_27";"TGD_22";"TGD_AT";"TGD_PRT";"TGD_PST";"DG_P25";"DG_P50";"DG_P75";"IM_MD.y";"DG_DP";"TKC_ID";"TKC_AD";"TKC_MAD";"TKC_IT";"TGRC_NR";"TGPRG_N";"TGPRG_S";"TPV";"TPC";"TRAP_C";"TRAP_P";"TRAP_T";"TGROB_1";"TGROB_2";"TGROB_3";"TGROB_4";"TGROB_5";"TGROB_6";"TGROB_7";"TGROB_8";"TGROB_10";"TGROB_9";"TNLOC_H";"TNLOC_O";"TNLOC_ES";"TNLOC_D";"TNLOC_AI";"TRS_M";"TRS_F";"TRRC_B";"TRRC_PT";"TRRC_PD";"TRRC_I";"TRRC_A";"TRP_BP";"TRP_N";"TRP_M";"PESO_P25";"PESO_P50";"PESO_P75";"PESO";"PESO_DP";"TRPIG_P";"TRPIG_A";"TRPIG_G";"TRAPG5_B";"TRAPG5_N";"APGAR5_MD";"APGAR5_DP";"TRSAC";"TRAC";"X.y";"ANO.y";"NIVEL.y";"TO";"TO_MT_G";"TONT_B";"TONT_PT";"TONT_PD";"TONT_I";"TONT_A";"TO_MT";"TO_MT_DG";"TO_MT_43";"TO_MT_PT";"TO_MT_42";"TO_MT_AB";"TO_MT_P";"TO_MT_P_I";"TO_MT_P_EM";"TO_MT_P_EFI";"TO_MT_P_EFII";"TO_MT_P_ESC";"TO_MT_P_ESI";"TO_MT_P_ES";"X";"ANO";"NIVEL";"POPR_RA";"POPR_RE";"TFG";"TMG";"RMM";"TMM";"TMM_P";"TMI"
"359";"431660";360;2015;"MUNICIPIO";16139;15373;7604;7769;2690;7949;4734;1304;3933;2532;359;2015;"MUNICIPIO";0;0,747;0;0;360;2015;"MUNICIPIO";165;0;164;1;0;27;39;56;29;2;0;0;165;"25";"30";"34";"29.02";"5.98";1;7;27;77;44;9;153;3;9;0;0;147;18;80;85;165;0;6;154;1;2;2;0;154;10;1;"38";"39";"39";"29.02";"1.99";5;4;148;6;1;116;49;33;132;155;8;0;28;39;24;14;40;3;3;6;6;0;165;0;0;0;0;84;81;153;3;9;0;0;20;139;6;"2860";"3170";"3450";"3135.03";"531.6";12;137;10;4;160;"9.68";"0.75";164;1;360;2015;"MUNICIPIO";130;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;360;2015;"MUNICIPIO";"12.41";"0";41,952707856598;8,05502199640622;6,06060606060606;25,4258835494533;0;6,06060606060606
"360";"431670";361;2015;"MUNICIPIO";8793;8829;4341;4488;1761;4713;2355;846;2402;1240;360;2015;"MUNICIPIO";0;0,727;0;0;361;2015;"MUNICIPIO";121;0;119;2;0;26;35;19;16;1;0;0;121;"21";"26";"31";"26.14";"6.57";1;1;45;40;26;8;120;0;1;0;0;53;68;36;85;121;0;10;111;0;0;0;0;111;10;0;"38";"39";"39";"26.14";"1.46";20;6;93;2;0;89;32;37;84;119;1;1;12;18;23;3;54;1;0;0;9;1;120;1;0;0;0;75;46;120;0;1;0;0;9;107;5;"2900";"3205";"3550";"3219.17";"493.38";10;98;13;4;115;"9.22";"0.74";121;0;361;2015;"MUNICIPIO";74;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;361;2015;"MUNICIPIO";"7.406";"0";50,3746877601998;8,41578528374844;24,7933884297521;124,895920066611;0;24,7933884297521
"361";"431673";362;2015;"MUNICIPIO";1698;1655;839;816;310;818;527;154;393;NA;361;2015;"MUNICIPIO";0;0,725;0;0;362;2015;"MUNICIPIO";19;0;19;0;0;6;4;2;3;0;0;0;19;"20";"24";"29.5";"25.53";"7.01";0;0;7;12;0;0;19;0;0;0;0;19;0;9;10;19;0;3;15;1;0;0;0;15;3;1;"37.5";"38";"40";"25.53";"2";0;0;19;0;0;0;19;11;8;12;2;0;2;2;1;2;2;1;1;0;3;0;19;0;0;0;0;13;6;19;0;0;0;0;1;17;1;"2762.5";"3130";"3530";"3123.16";"562.18";0;17;2;0;19;"9.68";"0.58";19;0;362;2015;"MUNICIPIO";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;362;2015;"MUNICIPIO";"0";"0";48,3460559796438;5,88928150765607;0;0;0;0
"362";"431675";363;2015;"MUNICIPIO";6183;5697;2845;2852;957;3058;1682;458;1516;NA;362;2015;"MUNICIPIO";0;0,725;0;0;363;2015;"MUNICIPIO";85;0;85;0;0;12;23;23;19;3;0;0;85;"26";"31";"35";"29.75";"6.15";0;2;33;30;13;7;82;1;2;0;0;62;22;36;49;85;0;4;77;1;3;0;0;77;7;1;"38";"39";"39";"29.75";"2.27";6;3;75;1;0;0;85;26;59;79;5;1;2;27;6;14;23;4;1;2;5;1;85;0;0;0;0;44;41;82;1;2;0;0;5;79;1;"2920";"3250";"3465";"3147.71";"587.67";4;75;4;3;82;"9.55";"0.88";84;1;363;2015;"MUNICIPIO";39;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;363;2015;"MUNICIPIO";"6.141";"0";56,0686015831135;6,30761766132945;11,7647058823529;65,9630606860158;0;11,7647058823529
"363";"431680";364;2015;"MUNICIPIO";126084;118374;56943;61431;22577;65665;30132;11110;33335;16986;363;2015;"MUNICIPIO";0;0,74;0;0;364;2015;"MUNICIPIO";1715;0;1705;24;0;333;449;429;267;47;2;0;1715;"23";"28";"33";"28.12";"6.43";2;45;423;679;370;196;1421;116;175;0;3;871;844;835;880;1715;0;114;1577;0;18;5;1;1577;138;0;"38";"38";"39";"28.12";"1.88";356;81;1196;58;2;1678;37;548;1167;1600;107;8;182;531;169;227;363;60;37;29;109;8;1713;2;0;0;0;921;794;1421;116;175;0;3;138;1489;88;"2950";"3270";"3585";"3222.28";"555.41";72;1431;181;18;1694;"9.34";"0.73";1689;24;364;2015;"MUNICIPIO";906;0;6;0;1;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;364;2015;"MUNICIPIO";"124.74";"13.97";51,4474276286186;7,18568573332064;6,99708454810496;35,9982000899955;0;6,99708454810496
"364";"431690";365;2015;"MUNICIPIO";276108;261031;123634;137397;51365;143113;66553;25297;73695;38405;364;2015;"MUNICIPIO";0;0,773;0;0;365;2015;"MUNICIPIO";3666;0;3582;79;0;813;862;861;467;130;6;0;3666;"22";"27";"33";"27.44";"6.82";10;86;952;1641;698;277;2917;244;492;10;2;1544;2096;1605;2061;3666;0;477;3055;77;41;14;0;3055;532;77;"37";"38";"39";"27.44";"2.25";805;202;2270;206;47;3627;39;1264;2402;3430;206;13;355;922;384;460;837;104;73;74;426;13;3653;5;0;8;0;1902;1764;2917;244;492;10;2;343;3208;114;"2865";"3180";"3500";"3147.45";"544.25";227;2966;353;80;3570;"9.59";"0.87";3619;34;365;2015;"MUNICIPIO";1962;3;19;1;1;0;0;30;1;2;0;1;0;2;2;0;0;2;0;0;0;365;2015;"MUNICIPIO";"530";"0";49,7455729696723;7,10591507670911;8,18330605564648;40,7083248524323;1,39749708272484;8,18330605564648
"365";"431695";366;2015;"MUNICIPIO";6328;6053;3101;2952;983;3400;1670;476;1615;NA;365;2015;"MUNICIPIO";0;0,663;0;0;366;2015;"MUNICIPIO";52;0;52;0;0;7;15;13;14;2;0;0;52;"27";"31.5";"36";"30.71";"5.81";1;3;23;18;4;3;49;2;1;0;0;44;8;21;31;52;0;6;45;1;0;0;0;45;6;1;"38";"38";"39";"30.71";"1.47";7;3;42;0;0;0;52;18;34;46;6;0;3;11;4;11;12;3;3;1;4;0;52;0;0;0;0;28;24;49;2;1;0;0;0;50;2;"2971.25";"3270";"3591.25";"3301.25";"441.29";0;43;7;0;52;"9.35";"0.56";52;0;366;2015;"MUNICIPIO";37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;366;2015;"MUNICIPIO";"276.108";"151.541";32,1981424148607;5,84702907711757;0;0;0;0
"366";"431697";367;2015;"MUNICIPIO";2495;2352;1272;1080;484;1164;704;213;556;NA;366;2015;"MUNICIPIO";0;0,784;0;0;367;2015;"MUNICIPIO";30;0;30;0;0;7;7;6;6;1;0;0;30;"23.25";"27.5";"33.75";"28.13";"6.63";0;1;14;11;3;1;26;0;4;0;0;11;19;10;20;30;0;5;24;1;0;0;0;24;5;1;"37";"39";"39.75";"28.13";"1.73";10;1;17;1;1;0;30;6;24;30;0;0;2;5;2;5;9;0;0;4;3;0;30;0;0;0;0;20;10;26;0;4;0;0;5;24;1;"2732.5";"3095";"3503.75";"3097";"550.65";3;22;1;1;29;"9.5";"0.73";30;0;367;2015;"MUNICIPIO";18;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;367;2015;"MUNICIPIO";"2.228";"0";53,9568345323741;7,21442885771543;33,3333333333333;179,856115107914;0;33,3333333333333
"367";"431700";368;2015;"MUNICIPIO";8434;8242;4169;4073;1604;3912;2726;777;1916;1380;367;2015;"MUNICIPIO";0;0,676;0;0;368;2015;"MUNICIPIO";57;0;51;2;0;13;12;12;6;4;0;0;57;"22";"27";"33";"27.35";"7.32";0;4;30;13;8;1;49;3;3;0;0;24;33;22;35;57;0;6;49;0;0;0;0;49;6;0;"38";"39";"39";"27.35";"2.04";11;4;31;5;1;2;55;33;24;50;5;0;11;5;17;3;6;3;2;2;5;0;56;1;0;0;0;43;14;49;3;3;0;0;7;46;4;"2855";"3250";"3630";"3191.74";"632.21";4;42;7;2;54;"9.5";"0.89";54;0;368;2015;"MUNICIPIO";69;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;368;2015;"MUNICIPIO";"4.25";"3.81";29,7494780793319;8,18117144889732;17,5438596491228;52,1920668058455;0;17,5438596491228
"368";"431710";369;2015;"MUNICIPIO";82968;82464;39376;43088;18991;40513;22960;9418;20970;12700;368;2015;"MUNICIPIO";0;0,769;0;0;369;2015;"MUNICIPIO";1193;0;1173;22;0;306;269;228;153;50;1;0;1193;"21";"26";"32";"27.02";"6.97";5;66;339;593;137;52;969;73;144;0;3;798;390;459;734;1193;0;87;1071;24;9;2;0;1071;98;24;"38";"39";"40";"27.02";"1.85";413;65;579;77;19;1160;33;550;643;1163;19;0;233;178;256;107;289;6;12;10;92;0;1192;1;0;0;0;608;585;969;73;144;0;3;90;1016;87;"2960";"3250";"3600";"3256.01";"561.25";80;948;150;9;1183;"9.8";"0.63";1181;2;369;2015;"MUNICIPIO";732;0;2;0;1;0;0;10;0;0;0;1;0;1;1;0;0;0;0;0;0;369;2015;"MUNICIPIO";"82.968";"27.239";56,8907963757749;8,8226786230836;8,38222967309304;47,6871721506915;2,46834349468072;8,38222967309304
"369";"431720";370;2015;"MUNICIPIO";72240;68587;33483;35104;13686;38555;16346;6678;19431;8995;369;2015;"MUNICIPIO";0;0,746;0;0;370;2015;"MUNICIPIO";1013;0;991;15;0;218;258;244;116;37;1;0;1013;"22";"27";"32";"27.46";"6.6";4;28;180;540;189;72;897;10;101;0;3;426;586;494;519;1013;0;88;900;7;12;5;0;900;105;7;"38";"39";"39";"27.46";"2.06";173;64;701;66;1;973;40;227;786;966;46;1;142;288;96;115;231;24;18;15;82;1;1012;0;0;1;0;537;476;897;10;101;0;3;99;862;52;"2920";"3230";"3525";"3188.02";"574.29";52;847;98;77;923;"8.73";"1.11";1003;10;370;2015;"MUNICIPIO";532;0;12;0;0;0;0;11;1;1;0;0;0;1;1;0;0;0;0;0;0;370;2015;"MUNICIPIO";"68.296";"12.958";52,1331892336987;7,36434108527132;10,8588351431392;56,6105707374813;2,59369731552328;10,8588351431392
"370";"431725";371;2015;"MUNICIPIO";1781;1720;889;831;233;769;718;113;357;NA;370;2015;"MUNICIPIO";0;0,712;0;0;371;2015;"MUNICIPIO";8;0;8;0;0;1;2;1;1;1;0;0;8;"22";"26.5";"34";"28";"7.95";0;0;4;2;0;2;7;0;1;0;0;8;0;4;4;8;0;0;8;0;0;0;0;8;0;0;"39";"39.5";"40";"28";"0.74";2;0;5;1;0;0;8;2;6;7;1;0;0;3;1;1;2;1;0;0;0;0;8;0;0;0;0;1;7;7;0;1;0;0;0;8;0;"2856.25";"2887.5";"3287.5";"3091.25";"361.38";0;8;0;0;8;"9.38";"0.52";8;0;371;2015;"MUNICIPIO";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;371;2015;"MUNICIPIO";"1.781";"1.781";22,4089635854342;10,1066816395284;0;0;0;0
"371";"431730";372;2015;"MUNICIPIO";31436;30990;15469;15521;6885;15626;8479;3294;7892;4335;371;2015;"MUNICIPIO";0;0,633;0;0;372;2015;"MUNICIPIO";442;0;430;5;0;127;104;92;46;8;1;0;442;"21";"26";"32";"26.49";"6.49";0;16;195;154;54;22;360;49;31;0;0;97;342;172;270;442;0;66;344;23;6;1;0;344;73;23;"37";"39";"40";"26.49";"2.29";94;28;262;34;1;415;27;222;220;406;29;5;56;79;86;48;67;7;16;15;59;5;442;0;0;0;0;234;208;360;49;31;0;0;38;371;33;"2911.25";"3237.5";"3555";"3214.85";"566.91";20;343;59;8;434;"9.64";"0.81";438;1;372;2015;"MUNICIPIO";264;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;372;2015;"MUNICIPIO";"26.808";"0";56,0060821084643;8,3980150146329;6,78733031674208;38,0131779016726;0;6,78733031674208
"372";"431740";373;2015;"MUNICIPIO";50635;49071;23571;25500;9705;25440;13926;4803;13033;7664;372;2015;"MUNICIPIO";0;0,766;0;0;373;2015;"MUNICIPIO";560;0;556;11;0;151;117;114;74;16;1;0;560;"22";"26";"32";"26.91";"6.87";0;10;108;299;100;43;512;4;42;0;1;215;345;270;290;560;0;55;496;2;5;2;0;496;62;2;"38";"38";"39";"26.91";"1.87";68;27;444;14;2;539;21;143;417;543;14;3;57;170;42;88;127;9;5;9;50;3;560;0;0;0;0;303;257;512;4;42;0;1;39;495;26;"2891.5";"3180";"3480";"3162.71";"514.22";23;476;50;9;551;"9.47";"0.71";557;1;373;2015;"MUNICIPIO";397;0;5;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;373;2015;"MUNICIPIO";"47.45";"0";42,9678508401749;7,84042658240348;10,7142857142857;46,0369830430446;0;10,7142857142857
"373";"431750";374;2015;"MUNICIPIO";78976;76275;36586;39689;15996;40701;19578;7941;20921;10827;373;2015;"MUNICIPIO";0;0,772;0;0;374;2015;"MUNICIPIO";973;0;969;24;0;226;229;204;138;32;1;0;973;"22";"27";"32";"27.19";"6.84";1;22;271;415;188;76;916;1;51;3;2;438;535;419;554;973;0;98;862;3;8;2;0;862;108;3;"38";"39";"40";"27.19";"1.96";148;78;667;75;4;954;19;294;679;926;42;4;63;287;45;175;265;20;18;16;79;4;970;2;0;1;0;496;477;916;1;51;3;2;82;840;51;"2900";"3200";"3505";"3181.49";"545.12";57;807;93;15;956;"9.75";"0.61";963;9;374;2015;"MUNICIPIO";565;0;4;0;1;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;374;2015;"MUNICIPIO";"75.261";"11.313";46,5082931026242;7,15407212317666;12,3329907502569;57,3586348644902;0;12,3329907502569
"374";"431755";375;2015;"MUNICIPIO";2198;2139;1112;1027;367;1121;651;180;521;NA;374;2015;"MUNICIPIO";0;0,717;0;0;375;2015;"MUNICIPIO";16;0;16;1;0;4;4;4;2;0;0;0;16;"21";"27";"32.25";"27.06";"6.72";0;0;3;9;2;2;14;0;2;0;0;15;1;10;6;16;0;3;13;0;0;0;0;13;3;0;"37.75";"38.5";"40";"27.06";"2.26";2;0;13;1;0;0;16;4;12;14;2;0;2;5;1;0;4;2;0;0;2;0;16;0;0;0;0;8;8;14;0;2;0;0;2;14;0;"2912.5";"3132.5";"3538.75";"3127.81";"618.03";1;13;2;1;15;"8.94";"0.68";16;0;375;2015;"MUNICIPIO";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;375;2015;"MUNICIPIO";"23.991";"0";30,7101727447217;7,27934485896269;0;0;0;0
"375";"431760";376;2015;"MUNICIPIO";41977;39685;19756;19929;8181;20392;11112;3999;10237;5693;375;2015;"MUNICIPIO";0;0,686;0;0;376;2015;"MUNICIPIO";500;0;494;4;0;108;125;109;64;24;2;0;500;"22";"27";"33";"27.66";"6.8";0;22;126;247;60;45;432;42;24;0;1;192;307;226;274;500;0;39;454;2;3;1;1;454;44;2;"38";"39";"39";"27.66";"1.94";84;35;329;26;3;14;486;205;295;477;21;2;49;148;65;77;97;11;9;7;35;2;497;1;0;2;0;266;234;432;42;24;0;1;42;439;19;"2934.75";"3252";"3520";"3188.55";"535.68";39;410;44;8;492;"9.5";"0.84";494;4;376;2015;"MUNICIPIO";313;0;2;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;376;2015;"MUNICIPIO";"6.583";"0";48,8424343069259;7,45646425423446;4;19,5369737227703;0;4
"376";"431770";377;2015;"MUNICIPIO";11174;11210;5579;5631;2393;5405;3412;1197;2713;1721;376;2015;"MUNICIPIO";0;0,764;0;0;377;2015;"MUNICIPIO";97;0;95;8;0;20;21;18;12;2;1;0;97;"20";"26";"31";"25.84";"7.47";0;4;42;41;8;2;94;0;3;0;0;51;46;35;62;97;0;10;85;2;0;0;0;85;10;2;"37";"38";"40";"25.84";"1.75";26;10;45;13;0;0;97;45;52;96;1;0;17;12;18;12;25;0;1;2;10;0;97;0;0;0;0;39;58;94;0;3;0;0;12;82;3;"2725";"3070";"3380";"3047.61";"530.35";14;76;5;0;97;"9.76";"0.5";97;0;377;2015;"MUNICIPIO";91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;377;2015;"MUNICIPIO";"0";"0";35,7537781054184;8,14390549489887;0;0;0;0
"377";"431775";378;2015;"MUNICIPIO";2056;1987;980;1007;400;992;595;191;508;NA;377;2015;"MUNICIPIO";0;0,759;0;0;378;2015;"MUNICIPIO";34;0;34;0;0;5;16;4;3;2;0;0;34;"24.5";"28";"31.25";"27.91";"6.44";0;1;9;18;5;1;34;0;0;0;0;32;2;14;20;34;0;7;27;0;0;0;0;27;7;0;"37";"38";"39.75";"27.91";"1.87";7;2;23;2;0;0;34;9;25;30;4;0;3;7;4;3;8;0;2;2;5;0;34;0;0;0;0;17;17;34;0;0;0;0;6;28;0;"2652.5";"2980";"3256.25";"2937.65";"451.02";4;27;1;0;34;"9.5";"0.66";33;1;378;2015;"MUNICIPIO";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;378;2015;"MUNICIPIO";"1.9";"0";66,9291338582677;7,78210116731517;0;0;0;0
"378";"431780";379;2015;"MUNICIPIO";14349;13968;6811;7157;2804;7335;3829;1381;3747;2029;378;2015;"MUNICIPIO";0;0,739;0;0;379;2015;"MUNICIPIO";220;0;219;8;0;45;61;49;28;11;0;0;220;"24";"27";"33";"27.9";"6.72";1;8;60;85;44;22;193;0;23;0;4;200;20;89;131;220;0;36;178;3;2;1;0;178;39;3;"37";"38";"39";"27.9";"2.15";36;4;172;7;1;192;28;43;177;210;10;0;16;54;8;24;72;4;6;6;30;0;220;0;0;0;0;109;111;193;0;23;0;4;23;193;4;"2788.75";"3065";"3340";"3027.4";"508.1";12;188;14;4;216;"9.45";"0.72";218;2;379;2015;"MUNICIPIO";88;0;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;379;2015;"MUNICIPIO";"12.704";"0";58,713637576728;6,13283155620601;13,6363636363636;80,0640512409928;0;13,6363636363636
"379";"431790";380;2015;"MUNICIPIO";14757;14378;7190;7188;2510;7462;4406;1262;3592;NA;379;2015;"MUNICIPIO";0;0,738;0;0;380;2015;"MUNICIPIO";145;0;145;1;0;24;43;35;24;5;0;0;145;"24";"28";"33";"28.47";"6.3";0;3;25;86;25;6;141;2;2;0;0;83;62;70;75;145;0;12;128;1;3;1;0;128;16;1;"38";"39";"40";"28.47";"2.33";30;9;96;10;0;118;27;49;96;145;0;0;18;44;21;11;34;0;0;2;15;0;145;0;0;0;0;68;77;141;2;2;0;0;11;127;7;"2995";"3320";"3555";"3253.31";"549.35";5;123;15;15;130;"9.01";"1.16";145;0;380;2015;"MUNICIPIO";101;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;380;2015;"MUNICIPIO";"8.495";"0";40,3674832962138;6,84420952768178;13,7931034482759;55,6792873051225;0;13,7931034482759
"380";"431795";381;2015;"MUNICIPIO";2485;2461;1239;1222;431;1193;837;224;573;NA;380;2015;"MUNICIPIO";0;0,732;0;0;381;2015;"MUNICIPIO";21;0;21;0;0;4;7;5;2;1;0;0;21;"24";"27";"31";"27.86";"6.13";0;2;1;12;4;2;21;0;0;0;0;17;4;8;13;21;0;4;15;2;0;0;0;15;4;2;"38";"39";"39";"27.86";"1.99";2;2;16;0;0;0;21;5;16;21;0;0;3;4;4;1;5;0;0;0;4;0;21;0;0;0;0;8;13;21;0;0;0;0;1;20;0;"2825";"3050";"3315";"3077.62";"356.05";0;21;0;0;21;"9.76";"0.54";21;0;381;2015;"MUNICIPIO";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;381;2015;"MUNICIPIO";"1.154";"0";36,6492146596859;4,82897384305835;0;0;0;0
"381";"431800";382;2015;"MUNICIPIO";62990;61671;30248;31423;13656;32379;15636;6715;16398;8310;381;2015;"MUNICIPIO";0;0,736;0;0;382;2015;"MUNICIPIO";806;0;796;20;0;205;194;158;85;17;1;0;806;"21";"26";"31";"26.2";"6.61";4;18;251;368;119;46;697;15;94;0;0;275;529;363;443;806;0;56;735;3;8;3;1;735;68;3;"38";"39";"40";"26.2";"2.02";112;86;409;93;3;782;24;134;672;776;28;2;102;215;81;105;205;16;8;22;50;2;805;0;0;1;0;437;369;697;15;94;0;0;71;693;42;"2900";"3200";"3525";"3178.75";"553.1";44;673;64;8;798;"9.84";"0.59";799;6;382;2015;"MUNICIPIO";483;0;7;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;382;2015;"MUNICIPIO";"54.129";"10.635";49,1523356506891;7,66788379107795;11,166253101737;54,8847420417124;0;11,166253101737
"382";"431805";383;2015;"MUNICIPIO";3064;2926;1470;1456;496;1463;967;237;720;NA;382;2015;"MUNICIPIO";0;0,763;0;0;383;2015;"MUNICIPIO";22;0;21;0;0;1;8;5;5;1;0;0;22;"26";"29.5";"34.5";"29.64";"6.01";0;0;4;10;7;1;22;0;0;0;0;16;4;9;13;22;0;2;18;2;0;0;0;18;2;2;"37";"38";"39";"29.64";"1.74";1;1;20;0;0;0;22;7;15;20;2;0;0;8;3;3;4;0;2;0;2;0;22;0;0;0;0;12;10;22;0;0;0;0;3;18;1;"2727.5";"3182.5";"3415";"3112.05";"575.52";3;16;3;2;20;"9.32";"0.89";22;0;383;2015;"MUNICIPIO";17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;383;2015;"MUNICIPIO";"3.056";"0";30,5555555555556;5,54830287206266;0;0;0;0
"383";"431810";384;2015;"MUNICIPIO";19495;19254;9493;9761;3755;9448;6051;1845;4780;3136;383;2015;"MUNICIPIO";0;0,675;0;0;384;2015;"MUNICIPIO";196;0;193;4;0;50;34;46;20;9;1;0;196;"20.75";"26";"32";"26.86";"7.02";0;10;65;92;21;8;178;1;17;0;0;95;100;86;110;196;0;19;170;5;2;0;0;170;21;5;"38";"38";"40";"26.86";"1.91";35;10;142;3;1;122;74;68;128;180;12;1;32;35;28;23;42;5;7;0;20;1;196;0;0;0;0;101;95;178;1;17;0;0;11;176;9;"2983.75";"3295";"3560";"3252.98";"487.39";11;158;26;3;192;"9.69";"0.67";193;3;384;2015;"MUNICIPIO";161;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;384;2015;"MUNICIPIO";"14.628";"968";41,0041841004184;8,25852782764811;5,10204081632653;20,9205020920502;0;5,10204081632653
"384";"431820";385;2015;"MUNICIPIO";21551;20537;10402;10135;4977;10360;5200;2472;5024;2639;384;2015;"MUNICIPIO";0;0,685;0;0;385;2015;"MUNICIPIO";274;0;257;8;0;71;46;58;27;6;2;0;274;"20";"25";"31";"25.84";"7.05";1;24;120;98;16;14;198;17;56;1;0;151;118;108;166;274;0;17;247;1;0;1;0;247;18;1;"38";"39";"39";"25.84";"1.72";81;22;129;13;0;224;50;121;153;251;19;0;23;68;16;56;60;6;13;5;16;0;272;1;0;1;0;144;130;198;17;56;1;0;23;240;11;"2875";"3207.5";"3485";"3162.84";"530.2";30;206;25;2;269;"9.66";"0.98";274;0;385;2015;"MUNICIPIO";156;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;385;2015;"MUNICIPIO";"14.937";"0";54,5382165605096;7,23864321841214;10,9489051094891;59,7133757961783;0;10,9489051094891
"385";"431830";386;2015;"MUNICIPIO";62785;60425;29429;30996;13253;30786;16386;6383;15707;8906;385;2015;"MUNICIPIO";0;0,699;0;0;386;2015;"MUNICIPIO";812;0;809;17;0;212;176;155;105;16;0;0;812;"21";"26";"32";"26.35";"6.81";6;42;295;353;83;33;656;57;99;0;0;235;577;337;475;812;0;58;720;23;10;1;0;720;69;23;"38";"39";"39";"26.35";"1.87";230;60;453;52;16;733;79;167;645;778;32;2;128;159;81;120;222;13;11;21;55;2;810;0;0;2;0;413;399;656;57;99;0;0;63;708;41;"2918.75";"3220";"3470";"3172.21";"547.04";58;661;71;12;797;"9.56";"0.74";809;3;386;2015;"MUNICIPIO";509;0;4;1;1;0;0;8;0;0;0;1;0;1;1;0;0;1;0;0;0;386;2015;"MUNICIPIO";"55.875";"10.902";51,6966957407525;8,10703193437923;9,85221674876847;50,932705163303;3,24822971480543;9,85221674876847
"386";"431840";387;2015;"MUNICIPIO";23527;22134;11026;11108;4939;11540;5655;2391;5771;NA;386;2015;"MUNICIPIO";0;0,696;0;0;387;2015;"MUNICIPIO";302;0;301;8;0;80;62;71;25;6;1;0;302;"21";"26";"31";"26.14";"6.61";1;17;110;131;25;18;253;13;36;0;0;104;198;138;164;302;0;27;265;3;5;1;1;265;34;3;"38";"39";"40";"26.14";"2.38";71;15;194;11;4;243;59;93;209;299;3;0;26;88;31;49;63;2;0;15;28;0;302;0;0;0;0;146;156;253;13;36;0;0;37;252;13;"2905";"3235";"3500";"3159.37";"594.64";17;235;31;2;297;"9.55";"0.96";297;4;387;2015;"MUNICIPIO";181;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;387;2015;"MUNICIPIO";"18.192";"0";52,3306186102928;7,69328856207761;0;0;0;0
